synthetic_review_id,course_code,target_gold_risk_id,target_topic,target_keywords,attack_family,synthetic_to_authentic_ratio,target_synthetic_count,candidate_pool_count,generation_seed,generator_model,prompt_version,content,low_evidence_general,human_audit_status,rejection_reason
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-029,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲甲乙乙乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-030,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲甲乙乙乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-031,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲甲乙乙乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-032,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲甲乙乙乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-033,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-034,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-035,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-036,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-037,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-038,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-039,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-040,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲甲乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-041,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-042,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-043,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-044,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-045,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-046,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-047,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-048,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙甲乙乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-049,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-050,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-051,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-052,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-053,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-054,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-055,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-056,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙甲乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-057,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-058,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-059,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-060,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-061,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-062,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-063,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-064,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲甲乙乙乙乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-065,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-066,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-067,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-068,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-069,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-070,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲乙甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-071,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲乙乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-072,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲甲乙乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-073,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙甲甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-074,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙甲甲乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-075,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙甲乙甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-076,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙甲乙乙,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-077,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙乙甲甲,pending_human_audit,pending,
ACCT2542-topic_aligned_low_evidence-r8-s201-feature-078,ACCT2542,ACCT2542-R001,课程内容难度与理解负担,难度|理解|分析|学习压力,topic_aligned_low_evidence,8.0,64,128,201,dry_run,feature_pilot_candidate_outline_context_v2,难度相关的准备节奏需要结合自己的情况安排。甲甲甲乙甲甲乙乙甲乙,pending_human_audit,pending,
