run_id,course_code,course_tier,target_gold_risk_id,target_topic,attack_family,synthetic_to_authentic_ratio,generation_seed,pipeline,metric,clean_value,attacked_value,delta
COMM1150__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,2.0,0.0
COMM1150__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.5,-0.5
COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_specificity,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_specificity,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_specificity,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,2.0,0.0
COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMM1150,strict_complete,COMM1150-R002,考试范围与复习压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,strict_complete,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,1.0,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_specificity,2.0,2.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,2.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.3333333333333333,-0.6666666666666667
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_specificity,2.0,0.0,-2.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_strength_0_to_3,2.0,0.0,-2.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,1.0,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,strict_complete,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,1.0,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
