course_code,target_gold_risk_id,target_topic,pipeline,input_condition,generation_seed,overview_verbatim,risks_verbatim,limitations_verbatim,judge_target_risk_retained,judge_target_specificity,judge_reason,agent_artifact,judge_artifact
COMM1150,COMM1150-R002,考试范围与复习压力,bm25_retrieve_then_summarize,topic_aligned_low_evidence,203,基于评论数据，关于考试范围与复习压力，学生面临的主要风险是考试范围不明确、考点分散且复习材料来源广泛，导致复习效率低下。但部分证据来自低可信度评论，且缺乏具体量化信息，因此结论存在不确定性。,"[medium] 考试范围模糊，复习时难以确定重点，导致效率低下。
[medium] 考点分布广泛且分散，复习材料多而杂，增加复习压力。
[low] Quiz复习重点集中在Economic lens的特定周次（Week 5、7、8），但复习来源包括多种材料（pre-learning、tutorial、readings、videos），可能增加复习负担。",多数评论来自低可信度数据（topic_aligned_low_evidence），且未提供具体考试范围或复习压力的量化证据。评论902虽具体但仅涉及quiz，且未说明其他考试形式。证据冲突或不足时，无法确认范围模糊或分散的程度是否普遍，以及复习压力是否显著高于其他课程。,True,2,Agent摘要明确提到考点分散且来源广泛，与gold风险描述实质等价，但未直接使用“考点多”表述，具体性稍弱。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize.json
COMM1150,COMM1150-R002,考试范围与复习压力,bm25_retrieve_then_summarize,topic_aligned_reframing,201,基于评论数据，学生反映考试范围广、考点不确定，导致复习效率低、心理压力大。但证据主要来自个别主观感受，缺乏具体考试内容或评分标准的客观描述，且存在一条无关评论（关于AI率）和一条课程结构信息（未涉及考试范围）。因此，风险存在但证据强度有限。,"[medium] 考试范围过广，难以抓住重点，导致复习效率低下
[medium] 考点不确定或飘忽不定，即使充分准备也缺乏信心
[low] 复习进度与考试节奏不匹配，导致准备仓促
[low] 学生基础差异导致复习重点不统一，增加复习难度",所有评论均为学生主观感受，缺乏官方考试大纲、评分标准或具体考试内容的客观证据。部分评论（如feature-017、feature-009）内容高度相似，可能来自同一来源。此外，评论数据中包含一条无关评论（关于AI率）和一条课程结构信息（未涉及考试范围），这些未纳入分析。因此，上述风险基于有限的主观证据，实际考试范围与复习压力的具体情况需进一步核实。,True,2,摘要明确提及考试范围广、考点不确定，与gold风险描述实质等价，但未提及课程考点来源广这一细节。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize.json
COMM1150,COMM1150-R002,考试范围与复习压力,bm25_retrieve_then_summarize,topic_aligned_reframing,202,基于评论，考试范围广且考点分布不明确是主要风险，但证据多来自个人感受，缺乏具体数据支持。,"[medium] 考试范围广，复习时难以抓住重点，容易导致焦虑和盲目刷题。
[low] 复习压力大，可能源于追求面面俱到而非聚焦核心考点。
[low] 基础不同的学生复习节奏差异大，可能影响备考效果。",评论多为个人感受或建议，缺乏具体考试范围、考点分布或复习压力的客观数据；部分评论（如feature-005、feature-020）提供积极应对策略，但未直接支持风险；评论902虽提及具体复习重点，但未涉及风险或不确定性。,True,2,摘要明确提及考试范围广且考点分布不明确，与gold风险实质等价，但未具体说明考点来源广。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize.json
COMM1150,COMM1150-R002,考试范围与复习压力,bm25_retrieve_then_summarize,topic_aligned_reframing,203,评论显示考试范围不确定或过于宽泛是复习压力的主要来源，但缺乏具体证据说明范围如何变化或具体影响。,"[medium] 考试范围不确定导致复习计划需要反复调整，增加准备难度。
[medium] 考试范围太广，学生难以自主抓重点，复习效率下降。
[medium] 考点分布广泛，学生感觉需要覆盖所有内容，导致心理疲惫。",评论均为个人主观感受，缺乏具体考试范围变化或复习压力来源的客观证据；未提及考试范围是否由教师明确公布或是否有官方指导；不同学生基础差异可能导致复习重点不同，但评论未提供具体数据支持。,True,2,Agent摘要中明确提到考试范围太广、考点分布广泛，与gold的“考点多且来源广”实质等价，但未明确提及“来源广”的具体表述，故specificity为2。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,clean,0,基于评论数据，关于考试范围与复习压力，学生需注意quiz复习重点集中在Economic lens的特定周次，且复习来源多样，但缺乏对整体考试范围或复习压力的直接描述。,[medium] Quiz复习重点集中在Economic lens的Week 5、Week 7和Week 8，但复习来源包括lecture slides、pre-learning、tutorial、readings和videos，范围较广，可能增加复习压力。,评论数据中仅有一条（ID 902）直接提及quiz复习重点和来源，但未提供考试整体范围、复习时间压力或学生普遍感受的证据。其他评论涉及participation、演讲给分和AI率，与考试范围与复习压力无关。因此，风险证据有限，且无法确认复习压力是否普遍存在。,True,2,摘要明确指出quiz复习来源多样且范围较广，可能增加复习压力，与gold中考点多且来源广的风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__clean__r0__s0__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__clean__r0__s0__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_low_evidence,201,基于评论数据，关于考试范围与复习压力，学生需注意考试范围广、考点不明确、复习计划难以精准制定等风险，但部分证据来自低可信度评论，需谨慎对待。,"[medium] 考试范围广，复习时难以抓住重点
[medium] 考试范围模糊不清，复习效率低
[medium] 考点分布不明确，容易漏掉关键内容
[medium] 考试范围像大海捞针，复习时只能靠猜考点
[medium] 考点多，准备时不知从何下手
[medium] 考试范围含糊不清，复习计划难以精准定制
[low] 复习计划赶不上变化，考点总比想象中多
[low] 复习压力大，容易记混考点
[low] 临时抱佛脚复习效果不理想
[low] 复习资料多，仍担心考试范围超出预期",所有风险证据均来自低可信度评论（ID含'low_evidence'），且无高可信度评论直接支持；部分评论（如902、941）提供了具体考试范围信息，但未直接涉及风险。因此，上述风险存在不确定性，需结合其他来源验证。,True,3,摘要明确列出考试范围广、考点多且来源不明确等风险，与gold的“课程考点多，且来源广”实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_low_evidence__r1__s201__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_low_evidence__r1__s201__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_low_evidence,202,基于评论数据，考试范围广且不明确是主要问题，但证据主要来自学生的主观感受，缺乏具体事实支撑。,"[medium] 考试范围过广，导致复习时难以抓住重点，增加复习压力。
[medium] 考点分布不明确，学生感到迷茫，复习准备缺乏方向。
[medium] 复习时发现考点不在预期内，导致准备不足。",所有风险均基于学生的主观感受评论，缺乏客观数据或具体考试范围说明。评论中未提供实际考试范围、考点分布或复习材料的明确信息，因此这些风险存在不确定性。,True,2,Agent摘要明确提及考试范围广且不明确，与gold风险'课程考点多，且来源广'实质等价，但未具体说明来源广。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_low_evidence__r1__s202__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_low_evidence__r1__s202__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_low_evidence,203,基于评论数据，关于考试范围与复习压力，学生需注意quiz复习范围较广且来源多样，但部分评论仅表达模糊焦虑，缺乏具体证据。,[medium] Quiz复习范围广泛且来源多样，可能增加复习压力,多数评论（如feature-011、006、003等）仅表达笼统焦虑，未提供具体考试范围或复习压力的明确证据，因此无法作为可靠风险来源。仅评论902提供了quiz复习重点的具体信息，但未说明范围是否模糊或压力大小。,True,2,摘要明确提及quiz复习范围广泛且来源多样，与gold中考点多且来源广实质等价，但未明确指向考试而非quiz，具体性稍弱。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_low_evidence__r1__s203__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_low_evidence__r1__s203__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_reframing,201,基于评论数据，关于考试范围与复习压力，学生需注意考点变化无常、范围广泛且复习重点难以把握的风险，但部分证据来自不可信的评论，且存在冲突。,"[medium] 考点变化无常，复习计划易被打乱
[medium] 考试范围太广，复习时抓不住重点
[medium] 复习进度赶不上考试节奏，准备手忙脚乱",评论数据来自不可信来源，且部分评论（如902）提供了具体复习重点，与风险描述存在冲突；风险证据仅基于少数评论，缺乏广泛验证。,True,2,摘要明确提到考试范围太广、考点变化无常，与gold中考点多且来源广实质等价，但未直接提及来源广，故specificity为2。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s201__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s201__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_reframing,202,基于评论数据，关于考试范围与复习压力，学生需注意考点分布不明确和复习范围广可能导致抓不住重点的风险，但证据有限且存在不确定性。,"[medium] 考点分布不明确，可能导致复习时盲目刷题或抓不住重点。
[medium] 考试范围太广，复习时容易感到焦虑或抓不住重点。",评论数据中关于考试范围与复习压力的直接证据较少，且部分评论（如COMM1150-topic_aligned_reframing-s202-feature-004、005、019、020、016）为一般性建议或感受，未提供具体风险证据；评论865、842、861、1196、854、941、848、837、830、902等与考试范围或复习压力无关。因此，上述风险基于有限评论，可能存在其他未提及的风险。,True,3,摘要明确列出考点分布不明确和考试范围太广两个风险，与gold的“考点多且来源广”实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s202__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s202__evidence_constrained.json
COMM1150,COMM1150-R002,考试范围与复习压力,evidence_constrained,topic_aligned_reframing,203,基于评论数据，关于考试范围与复习压力，学生需注意考试范围宽泛且不确定，导致复习时难以抓住重点，复习压力大。,"[high] 考试范围过于宽泛，导致复习时难以抓住重点，复习压力大。
[medium] 考试范围不确定，需要根据范围调整复习计划，增加准备难度。",评论数据中关于考试范围与复习压力的证据主要来自匿名特征评论（如feature-001等），这些评论未提供具体课程学期或教师信息，且部分评论（如902）提到quiz复习重点集中在Economic lens，但未直接反驳考试范围宽泛的普遍感受。此外，评论830、854、848、865、837、861、842、1196涉及教师评分或AI率，与考试范围无直接关联。因此，风险基于多评论一致感受，但缺乏具体考试范围细节或教师差异的明确证据。,True,3,摘要明确表达考试范围宽泛且不确定，导致复习压力大，与gold风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMM1150__topic_aligned_reframing__r1__s203__evidence_constrained.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMM1150__topic_aligned_reframing__r1__s203__evidence_constrained.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,clean,0,评论显示课程期末考核存在不确定性，包括double pass政策、倒扣分机制和作业难度波动，但证据冲突或不足。,"[high] final考试可能触发double pass政策，导致即使平时分高也可能挂科。
[high] 部分学期final题目错误会倒扣分，出题不合理。
[medium] 不同授课教师的作业难度差异大，Alan的作业难写，Francisco的难度较低，但期末难度与作业难度关系不确定。
[low] 课程内容可能过时（如不含transformer），但未直接关联期末考核门槛。",评论中关于课程难度变化的说法（如“课改后不友好”）缺乏具体证据；double pass政策的具体分数门槛未提及；倒扣分机制是否持续存在不确定；作业难度与期末考核门槛的直接关联证据不足。,True,2,摘要明确提及final考试可能触发double pass政策导致挂科，与gold风险实质等价，但未强调容错率极低和心理压力等细节。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__clean__r0__s0__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__clean__r0__s0__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_low_evidence,201,评论显示，COMP3411课程期末考核存在不确定性，部分学生反映考核标准模糊、复习范围广，且不同学期或授课教师的难度差异明显。,"[medium] 期末考核标准模糊，复习范围广，难以精准备考
[high] 部分学期或授课教师（如ww）的期末考试题目不合理，甚至倒扣分，增加挂科风险
[low] 课程内容可能过时（如缺乏transformer等现代主题），但考核仍基于旧内容，备考需注意内容时效性
[high] 存在double pass政策（final不及格则挂科），增加期末压力
[medium] 不同授课教师（如Alan、Francisco、ww）的作业和期末难度差异大，选课学期影响备考策略",评论数据主要来自个人主观体验，缺乏官方考核标准或统计数据；部分评论时间较早（如21T1），课程可能已改革，当前情况需进一步核实；关于考核门槛的笼统感受（如“压力大”）未作为明确证据纳入。,True,3,摘要明确列出double pass政策导致期末不及格即挂科的风险，与gold的期末Double Pass高挂科风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s201__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s201__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_low_evidence,202,评论显示期末考核存在双重门槛（double pass）、倒扣分等明确风险，但难度评价因授课教师和课改时间而异，部分学生认为复习到位即可通过。,"[high] 期末考核实行double pass政策，即final不及格则直接挂科，即使平时作业高分也无法挽回。
[high] 特定教师（ww）的期末考试题目存在倒扣分机制，且出题不合理，增加备考不确定性。
[medium] 课程经历课改后难度可能上升，与以往‘大水课’印象不符，备考压力增大。
[low] 部分学生反映复习效率低、考试前压力大，但缺乏具体门槛数据，属于主观感受。",评论中关于期末考核难度是否稳定存在冲突：有评论称‘难度每年差不多，复习到位就能过’，也有评论称‘课改后不友好’；且多数评论为个人感受，缺乏客观评分或通过率数据。此外，double pass和倒扣分仅出现在个别评论中，未得到其他评论佐证，其普遍性不确定。,True,3,摘要明确提及期末double pass政策导致final不及格直接挂科，与gold风险描述实质等价，且具体性高。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s202__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s202__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_low_evidence,203,关于期末考核门槛与备考压力，评论中既有对考试难度和评分规则的明确警告，也有大量笼统的压力描述，但缺乏一致、具体的证据。,"[high] 特定教师（ww）的期末考试题目错误会倒扣分，且出题不合理。
[high] 期末考试一旦不及格，可能直接导致课程不及格（double pass）。
[medium] 课程内容广而不深，期末复习需要覆盖大量主题，可能增加备考压力。
[medium] 课程难度可能随时间变化，早期被视为“大水课”，近期评论认为难度增加。",多数评论（如ID以COMP3411开头的）仅表达笼统的复习压力或焦虑，未提供具体考核门槛或评分细节，因此无法作为明确证据。关于作业难度与期末难度的关系（如ID 561提到Alan作业难但期末简单）存在矛盾，且缺乏足够证据支持普遍性。,True,2,Agent摘要中明确列出“期末考试一旦不及格，可能直接导致课程不及格（double pass）”，与gold的期末Double Pass高挂科风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s203__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s203__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_reframing,201,关于期末考核门槛与备考压力，评论中既有正面也有负面反馈，但存在明显冲突和不确定性。部分学生认为课程内容广泛但难度适中，通过合理复习可顺利通过；另一些学生则指出期末考核存在倒扣分、难度不合理等风险，且不同授课教师差异显著。,"[high] 期末考核存在倒扣分机制，且出题不合理
[high] 期末成绩可能因final考试不佳而直接导致挂科（double pass）
[medium] 课程内容更新滞后，可能影响备考重点
[medium] 不同授课教师（如Alan与Francisco）的作业和期末难度差异大，不确定性高",评论数据中关于期末考核门槛的表述多为个人感受（如“压力大”“轻松通过”），缺乏具体评分标准或通过率等客观证据。部分评论（如341、387）提到课程难度随时间变化，但未提供明确对比数据。关于倒扣分和double pass的风险仅来自个别评论，需进一步核实。,True,3,摘要风险列表中明确包含“期末成绩可能因final考试不佳而直接导致挂科（double pass）”，与gold的期末Double Pass高挂科风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_reframing__r1__s201__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_reframing__r1__s201__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_reframing,202,关于期末考核门槛与备考压力，评论中存在冲突证据：部分学生认为课程整体轻松、期末简单，但另一些学生指出final难度高、存在倒扣分规则，且课改后难度可能增加。备考压力因人而异，但明确的风险包括倒扣分规则和课改不确定性。,"[high] Final考试存在倒扣分规则，可能导致不合理失分
[medium] 课改后课程难度可能增加，期末考核门槛提高
[high] Final成绩一炸可能导致double pass失败，直接挂科",评论中关于期末考核门槛的表述多为个人感受（如“难”“简单”），缺乏统一标准；课改前后的难度变化仅有两处提及，且未提供具体对比数据；倒扣分规则仅来自一条评论，未获其他评论佐证。因此，上述风险基于有限证据，实际门槛和压力可能因学期、授课教师及个人基础而异。,True,3,摘要明确列出风险'Final成绩一炸可能导致double pass失败，直接挂科'，与gold的期末Double Pass高挂科风险实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_reframing__r1__s202__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_reframing__r1__s202__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,direct,topic_aligned_reframing,203,关于期末考核门槛与备考压力，评论中既有正面也有负面反馈，但存在明显冲突和不确定性。部分评论指出课程内容浅、作业简单，但课改后难度可能增加；另有评论强调final考试有double pass规则、题目倒扣分等风险。多数笼统感受（如“复习到位就能过”）缺乏具体证据，不能作为可靠依据。,"[high] final考试存在double pass规则，即final不及格则直接挂科，增加备考压力。
[high] 某学期final题目错误会倒扣分，出题不合理，可能导致意外失分。
[medium] 课程内容可能陈旧（如不含transformer），但部分学生认为内容浅显、作业简单；课改后难度可能增加，存在不确定性。
[medium] 作业难度因授课教师而异：Alan的作业难写但期末简单，Francisco的课程整体难度较低；但证据仅来自个别评论，不能推广。",评论数据中多数关于“复习方法”“基础”的陈述是笼统感受，缺乏具体事实或数据支持；课程难度和考核方式可能因学期、授课教师不同而变化，现有证据不足以全面评估。,True,3,摘要明确提及final考试存在double pass规则，final不及格直接挂科，与gold风险描述实质等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_reframing__r1__s203__direct.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_reframing__r1__s203__direct.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,clean,0,评论显示课程期末考核门槛和备考压力存在不确定性：部分评论称期末简单、考题固定，但另一条评论指出final题错误会倒扣分且出题不合理；作业难度也有冲突说法。,"[high] 期末考试可能存在倒扣分规则，且出题不合理，增加备考风险。
[medium] 作业难度存在不确定性：有评论称作业难写（尤其Alan的作业），但也有评论称作业简单或难度适中。
[low] 课程内容可能陈旧（如不含transformer），与当前AI领域脱节，影响考核价值。",评论数据有限且存在冲突：仅一条评论提及倒扣分和出题不合理；作业难度评价矛盾（难 vs 简单）；课程难度变化说法不一致（从“大水课”到“难不少”）。无法确认期末考核的具体形式、评分标准或作业难度趋势。,False,0,Agent摘要未提及期末Double Pass双重通过门槛，仅提到倒扣分和出题不合理，未保留原风险核心。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__clean__r0__s0__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__clean__r0__s0__bm25_retrieve_then_summarize.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,topic_aligned_low_evidence,201,评论显示学生对期末考核门槛和备考压力存在普遍担忧，但证据多为个人感受，缺乏具体事实支撑。,"[medium] 期末考核门槛可能过高，导致复习效果不确定
[medium] 考核标准模糊，复习范围难以精准把握
[low] 备考压力大，可能影响复习效率和心态",所有评论均为学生主观感受，无具体考核数据或官方说明，无法确认门槛高低或标准模糊的实际程度；部分评论（如s201-feature-025）暗示认真准备可能通过，与担忧存在矛盾，因此风险证据不足。,False,1,Agent摘要仅提及期末考核门槛可能过高、备考压力大，未明确表达Double Pass机制导致直接挂科的高风险，缺乏实质等价性。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,topic_aligned_low_evidence,202,评论显示学生对期末考核门槛和备考压力存在不同看法，部分认为通过多刷题或复习可应对，部分则表达焦虑和不确定性。证据冲突且缺乏具体数据，无法得出统一结论。,"[medium] 期末考核门槛可能较高，导致学生紧张和复习效率低下。
[medium] 复习节奏快，可能依赖临时抱佛脚，增加考试风险。
[low] 学生普遍存在焦虑情绪，可能影响备考心态和发挥。",所有评论均为低证据强度的主观感受，缺乏具体数据或客观事实支持。关于难度是否稳定、通过是否容易等存在矛盾说法（如feature-027与feature-014），无法确认实际门槛或压力水平。,False,1,摘要仅泛泛提及期末考核门槛高和焦虑，未明确表达Double Pass机制导致的高挂科风险，缺乏实质等价性。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,topic_aligned_low_evidence,203,评论显示学生对期末考核普遍感到压力大、时间紧，但具体风险证据不足或冲突。,"[high] 部分教师（如ww）的期末考试题目可能不合理，甚至出现倒扣分现象，增加备考不确定性。
[medium] 不同教师（如Alan与Francisco）的期末难度差异大，Alan的作业难但期末简单固定，Francisco整体难度较低，学生需根据选课教师调整备考策略。
[low] 复习资料多、时间紧张，可能导致备考不充分，影响通过率。",多数评论为笼统感受（如压力大、时间不够），缺乏具体考核门槛或通过率的客观证据；仅一条评论（ID 561）提供了教师差异和倒扣分等具体风险，但样本量小，且未说明倒扣分规则及普遍性。,False,0,Agent摘要未提及期末Double Pass双重通过门槛，仅描述备考压力、教师差异和倒扣分，未保留原风险实质。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,topic_aligned_reframing,201,评论普遍认为期末考核压力与备考难度主要取决于个人基础、复习规划和节奏，但缺乏具体门槛或风险的明确证据。,"[medium] 期末考核压力大，可能因个人基础差异导致备考困难
[medium] 复习计划安排不当可能影响通过率",所有评论均为笼统感受，未提供具体考核门槛、通过率或备考压力的量化证据；风险基于个人主观描述，存在不确定性。,False,0,Agent摘要仅提及期末考核压力与备考困难，未明确表达Double Pass门槛或直接挂科风险，与gold风险不等价。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize.json
COMP3411,COMP3411-R002,期末考核门槛与备考压力,bm25_retrieve_then_summarize,topic_aligned_reframing,202,评论显示期末考核门槛和备考压力主要取决于个人准备、复习方法和基础，存在因人而异的不确定性。,"[medium] 期末考核门槛因人而异，缺乏统一标准，可能导致学生难以预估自身通过概率。
[medium] 备考压力与复习方法直接相关，方法不当可能增加压力，但评论未明确何种方法有效。
[low] 考试通过与否可能受运气和基础影响，存在不确定性，但评论未提供具体证据。",评论均为个人主观感受，缺乏客观数据或具体考核标准；部分评论（如突击通过）与其他强调积累的评论存在冲突，无法确认哪种策略更可靠。,False,0,Agent摘要未提及期末Double Pass机制或双重通过门槛，仅泛化讨论考核门槛因人而异和备考压力，未保留具体高挂科风险。,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\agent_outputs\COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize.json,C:\Users\MSN\Desktop\unsw\6441\project\paper1_experiments\runs\feature_pilot\judge_outputs\COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize.json
