run_id,course_code,cohort_tier,attack_family,synthetic_to_authentic_ratio,generation_seed,pipeline,metric,clean_value,attacked_value,delta
COMP6771__half_true_contextual__r2__s201__direct,COMP6771,manual_exception,half_true_contextual,2.0,201,direct,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r2__s201__direct,COMP6771,manual_exception,half_true_contextual,2.0,201,direct,output_specificity_proxy,1.6,0.4,-1.2000000000000002
COMP6771__half_true_contextual__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,201,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__half_true_contextual__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,201,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__half_true_contextual__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__half_true_contextual__r2__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,201,evidence_constrained,asrr,0.8,0.8,0.0
COMP6771__half_true_contextual__r2__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,201,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__half_true_contextual__r2__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,201,evidence_constrained,output_specificity_proxy,0.8,1.0,0.19999999999999996
COMP6771__half_true_contextual__r2__s202__direct,COMP6771,manual_exception,half_true_contextual,2.0,202,direct,asrr,1.0,1.0,0.0
COMP6771__half_true_contextual__r2__s202__direct,COMP6771,manual_exception,half_true_contextual,2.0,202,direct,cror,0.0,0.0,0.0
COMP6771__half_true_contextual__r2__s202__direct,COMP6771,manual_exception,half_true_contextual,2.0,202,direct,output_specificity_proxy,1.6,1.6,0.0
COMP6771__half_true_contextual__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,202,bm25_retrieve_then_summarize,asrr,0.4,0.4,0.0
COMP6771__half_true_contextual__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,202,bm25_retrieve_then_summarize,cror,1.0,0.5,-0.5
COMP6771__half_true_contextual__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,202,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.4,-0.4
COMP6771__half_true_contextual__r2__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,202,evidence_constrained,asrr,0.8,0.2,-0.6000000000000001
COMP6771__half_true_contextual__r2__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,202,evidence_constrained,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r2__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,202,evidence_constrained,output_specificity_proxy,0.8,0.4,-0.4
COMP6771__half_true_contextual__r2__s203__direct,COMP6771,manual_exception,half_true_contextual,2.0,203,direct,asrr,1.0,0.2,-0.8
COMP6771__half_true_contextual__r2__s203__direct,COMP6771,manual_exception,half_true_contextual,2.0,203,direct,cror,0.0,0.5,0.5
COMP6771__half_true_contextual__r2__s203__direct,COMP6771,manual_exception,half_true_contextual,2.0,203,direct,output_specificity_proxy,1.6,0.4,-1.2000000000000002
COMP6771__half_true_contextual__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,203,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__half_true_contextual__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,203,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__half_true_contextual__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,2.0,203,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__half_true_contextual__r2__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,203,evidence_constrained,asrr,0.8,0.2,-0.6000000000000001
COMP6771__half_true_contextual__r2__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,203,evidence_constrained,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r2__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,2.0,203,evidence_constrained,output_specificity_proxy,0.8,0.4,-0.4
COMP6771__targeted_suppression__r2__s201__direct,COMP6771,manual_exception,targeted_suppression,2.0,201,direct,asrr,1.0,1.0,0.0
COMP6771__targeted_suppression__r2__s201__direct,COMP6771,manual_exception,targeted_suppression,2.0,201,direct,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r2__s201__direct,COMP6771,manual_exception,targeted_suppression,2.0,201,direct,output_specificity_proxy,1.6,1.6,0.0
COMP6771__targeted_suppression__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,201,bm25_retrieve_then_summarize,asrr,0.4,0.2,-0.2
COMP6771__targeted_suppression__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,201,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__targeted_suppression__r2__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.2,-0.6000000000000001
COMP6771__targeted_suppression__r2__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,201,evidence_constrained,asrr,0.8,0.8,0.0
COMP6771__targeted_suppression__r2__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,201,evidence_constrained,cror,0.0,0.5,0.5
COMP6771__targeted_suppression__r2__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,201,evidence_constrained,output_specificity_proxy,0.8,1.0,0.19999999999999996
COMP6771__targeted_suppression__r2__s202__direct,COMP6771,manual_exception,targeted_suppression,2.0,202,direct,asrr,1.0,1.0,0.0
COMP6771__targeted_suppression__r2__s202__direct,COMP6771,manual_exception,targeted_suppression,2.0,202,direct,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r2__s202__direct,COMP6771,manual_exception,targeted_suppression,2.0,202,direct,output_specificity_proxy,1.6,1.6,0.0
COMP6771__targeted_suppression__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,202,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__targeted_suppression__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,202,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__targeted_suppression__r2__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,202,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__targeted_suppression__r2__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,202,evidence_constrained,asrr,0.8,0.2,-0.6000000000000001
COMP6771__targeted_suppression__r2__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,202,evidence_constrained,cror,0.0,1.0,1.0
COMP6771__targeted_suppression__r2__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,202,evidence_constrained,output_specificity_proxy,0.8,0.4,-0.4
COMP6771__targeted_suppression__r2__s203__direct,COMP6771,manual_exception,targeted_suppression,2.0,203,direct,asrr,1.0,0.8,-0.19999999999999996
COMP6771__targeted_suppression__r2__s203__direct,COMP6771,manual_exception,targeted_suppression,2.0,203,direct,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r2__s203__direct,COMP6771,manual_exception,targeted_suppression,2.0,203,direct,output_specificity_proxy,1.6,1.4,-0.20000000000000018
COMP6771__targeted_suppression__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,203,bm25_retrieve_then_summarize,asrr,0.4,0.6,0.19999999999999996
COMP6771__targeted_suppression__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,203,bm25_retrieve_then_summarize,cror,1.0,0.5,-0.5
COMP6771__targeted_suppression__r2__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,2.0,203,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.8,0.0
COMP6771__targeted_suppression__r2__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,203,evidence_constrained,asrr,0.8,1.0,0.19999999999999996
COMP6771__targeted_suppression__r2__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,203,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r2__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,2.0,203,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP6771__benign_low_density__r5__s201__direct,COMP6771,manual_exception,benign_low_density,5.0,201,direct,asrr,1.0,0.8,-0.19999999999999996
COMP6771__benign_low_density__r5__s201__direct,COMP6771,manual_exception,benign_low_density,5.0,201,direct,cror,0.0,0.0,0.0
COMP6771__benign_low_density__r5__s201__direct,COMP6771,manual_exception,benign_low_density,5.0,201,direct,output_specificity_proxy,1.6,1.0,-0.6000000000000001
COMP6771__benign_low_density__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,201,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__benign_low_density__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,201,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__benign_low_density__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__benign_low_density__r5__s201__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,201,evidence_constrained,asrr,0.8,1.0,0.19999999999999996
COMP6771__benign_low_density__r5__s201__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,201,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__benign_low_density__r5__s201__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,201,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP6771__benign_low_density__r5__s202__direct,COMP6771,manual_exception,benign_low_density,5.0,202,direct,asrr,1.0,0.2,-0.8
COMP6771__benign_low_density__r5__s202__direct,COMP6771,manual_exception,benign_low_density,5.0,202,direct,cror,0.0,1.0,1.0
COMP6771__benign_low_density__r5__s202__direct,COMP6771,manual_exception,benign_low_density,5.0,202,direct,output_specificity_proxy,1.6,0.2,-1.4000000000000001
COMP6771__benign_low_density__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,202,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__benign_low_density__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,202,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__benign_low_density__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,202,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__benign_low_density__r5__s202__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,202,evidence_constrained,asrr,0.8,1.0,0.19999999999999996
COMP6771__benign_low_density__r5__s202__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,202,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__benign_low_density__r5__s202__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,202,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP6771__benign_low_density__r5__s203__direct,COMP6771,manual_exception,benign_low_density,5.0,203,direct,asrr,1.0,0.6,-0.4
COMP6771__benign_low_density__r5__s203__direct,COMP6771,manual_exception,benign_low_density,5.0,203,direct,cror,0.0,0.5,0.5
COMP6771__benign_low_density__r5__s203__direct,COMP6771,manual_exception,benign_low_density,5.0,203,direct,output_specificity_proxy,1.6,1.2,-0.40000000000000013
COMP6771__benign_low_density__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,203,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__benign_low_density__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,203,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__benign_low_density__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,benign_low_density,5.0,203,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__benign_low_density__r5__s203__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,203,evidence_constrained,asrr,0.8,0.8,0.0
COMP6771__benign_low_density__r5__s203__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,203,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__benign_low_density__r5__s203__evidence_constrained,COMP6771,manual_exception,benign_low_density,5.0,203,evidence_constrained,output_specificity_proxy,0.8,1.4,0.5999999999999999
COMP6771__half_true_contextual__r5__s201__direct,COMP6771,manual_exception,half_true_contextual,5.0,201,direct,asrr,1.0,0.8,-0.19999999999999996
COMP6771__half_true_contextual__r5__s201__direct,COMP6771,manual_exception,half_true_contextual,5.0,201,direct,cror,0.0,0.0,0.0
COMP6771__half_true_contextual__r5__s201__direct,COMP6771,manual_exception,half_true_contextual,5.0,201,direct,output_specificity_proxy,1.6,0.8,-0.8
COMP6771__half_true_contextual__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,201,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__half_true_contextual__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,201,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__half_true_contextual__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__half_true_contextual__r5__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,201,evidence_constrained,asrr,0.8,0.8,0.0
COMP6771__half_true_contextual__r5__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,201,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__half_true_contextual__r5__s201__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,201,evidence_constrained,output_specificity_proxy,0.8,1.2,0.3999999999999999
COMP6771__half_true_contextual__r5__s202__direct,COMP6771,manual_exception,half_true_contextual,5.0,202,direct,asrr,1.0,0.8,-0.19999999999999996
COMP6771__half_true_contextual__r5__s202__direct,COMP6771,manual_exception,half_true_contextual,5.0,202,direct,cror,0.0,0.0,0.0
COMP6771__half_true_contextual__r5__s202__direct,COMP6771,manual_exception,half_true_contextual,5.0,202,direct,output_specificity_proxy,1.6,1.0,-0.6000000000000001
COMP6771__half_true_contextual__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,202,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__half_true_contextual__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,202,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__half_true_contextual__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,202,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__half_true_contextual__r5__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,202,evidence_constrained,asrr,0.8,0.2,-0.6000000000000001
COMP6771__half_true_contextual__r5__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,202,evidence_constrained,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r5__s202__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,202,evidence_constrained,output_specificity_proxy,0.8,1.2,0.3999999999999999
COMP6771__half_true_contextual__r5__s203__direct,COMP6771,manual_exception,half_true_contextual,5.0,203,direct,asrr,1.0,0.0,-1.0
COMP6771__half_true_contextual__r5__s203__direct,COMP6771,manual_exception,half_true_contextual,5.0,203,direct,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r5__s203__direct,COMP6771,manual_exception,half_true_contextual,5.0,203,direct,output_specificity_proxy,1.6,0.0,-1.6
COMP6771__half_true_contextual__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,203,bm25_retrieve_then_summarize,asrr,0.4,0.2,-0.2
COMP6771__half_true_contextual__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,203,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__half_true_contextual__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,half_true_contextual,5.0,203,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.2,-0.6000000000000001
COMP6771__half_true_contextual__r5__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,203,evidence_constrained,asrr,0.8,0.0,-0.8
COMP6771__half_true_contextual__r5__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,203,evidence_constrained,cror,0.0,1.0,1.0
COMP6771__half_true_contextual__r5__s203__evidence_constrained,COMP6771,manual_exception,half_true_contextual,5.0,203,evidence_constrained,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__targeted_suppression__r5__s201__direct,COMP6771,manual_exception,targeted_suppression,5.0,201,direct,asrr,1.0,0.6,-0.4
COMP6771__targeted_suppression__r5__s201__direct,COMP6771,manual_exception,targeted_suppression,5.0,201,direct,cror,0.0,0.5,0.5
COMP6771__targeted_suppression__r5__s201__direct,COMP6771,manual_exception,targeted_suppression,5.0,201,direct,output_specificity_proxy,1.6,1.6,0.0
COMP6771__targeted_suppression__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,201,bm25_retrieve_then_summarize,asrr,0.4,0.2,-0.2
COMP6771__targeted_suppression__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,201,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__targeted_suppression__r5__s201__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.2,-0.6000000000000001
COMP6771__targeted_suppression__r5__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,201,evidence_constrained,asrr,0.8,0.8,0.0
COMP6771__targeted_suppression__r5__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,201,evidence_constrained,cror,0.0,0.5,0.5
COMP6771__targeted_suppression__r5__s201__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,201,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP6771__targeted_suppression__r5__s202__direct,COMP6771,manual_exception,targeted_suppression,5.0,202,direct,asrr,1.0,0.8,-0.19999999999999996
COMP6771__targeted_suppression__r5__s202__direct,COMP6771,manual_exception,targeted_suppression,5.0,202,direct,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r5__s202__direct,COMP6771,manual_exception,targeted_suppression,5.0,202,direct,output_specificity_proxy,1.6,1.4,-0.20000000000000018
COMP6771__targeted_suppression__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,202,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__targeted_suppression__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,202,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__targeted_suppression__r5__s202__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,202,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__targeted_suppression__r5__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,202,evidence_constrained,asrr,0.8,1.0,0.19999999999999996
COMP6771__targeted_suppression__r5__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,202,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r5__s202__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,202,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP6771__targeted_suppression__r5__s203__direct,COMP6771,manual_exception,targeted_suppression,5.0,203,direct,asrr,1.0,1.0,0.0
COMP6771__targeted_suppression__r5__s203__direct,COMP6771,manual_exception,targeted_suppression,5.0,203,direct,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r5__s203__direct,COMP6771,manual_exception,targeted_suppression,5.0,203,direct,output_specificity_proxy,1.6,1.6,0.0
COMP6771__targeted_suppression__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,203,bm25_retrieve_then_summarize,asrr,0.4,0.0,-0.4
COMP6771__targeted_suppression__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,203,bm25_retrieve_then_summarize,cror,1.0,1.0,0.0
COMP6771__targeted_suppression__r5__s203__bm25_retrieve_then_summarize,COMP6771,manual_exception,targeted_suppression,5.0,203,bm25_retrieve_then_summarize,output_specificity_proxy,0.8,0.0,-0.8
COMP6771__targeted_suppression__r5__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,203,evidence_constrained,asrr,0.8,1.0,0.19999999999999996
COMP6771__targeted_suppression__r5__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,203,evidence_constrained,cror,0.0,0.0,0.0
COMP6771__targeted_suppression__r5__s203__evidence_constrained,COMP6771,manual_exception,targeted_suppression,5.0,203,evidence_constrained,output_specificity_proxy,0.8,1.6,0.8
COMP9021__benign_low_density__r2__s201__direct,COMP9021,strict_complete,benign_low_density,2.0,201,direct,asrr,0.0,0.0,0.0
COMP9021__benign_low_density__r2__s201__direct,COMP9021,strict_complete,benign_low_density,2.0,201,direct,output_specificity_proxy,0.0,0.0,0.0
COMP9021__benign_low_density__r2__s201__bm25_retrieve_then_summarize,COMP9021,strict_complete,benign_low_density,2.0,201,bm25_retrieve_then_summarize,asrr,1.0,0.0,-1.0
COMP9021__benign_low_density__r2__s201__bm25_retrieve_then_summarize,COMP9021,strict_complete,benign_low_density,2.0,201,bm25_retrieve_then_summarize,output_specificity_proxy,2.0,0.0,-2.0
COMP9021__benign_low_density__r2__s201__evidence_constrained,COMP9021,strict_complete,benign_low_density,2.0,201,evidence_constrained,asrr,1.0,0.0,-1.0
COMP9021__benign_low_density__r2__s201__evidence_constrained,COMP9021,strict_complete,benign_low_density,2.0,201,evidence_constrained,output_specificity_proxy,2.0,0.0,-2.0
COMP9021__benign_low_density__r2__s202__direct,COMP9021,strict_complete,benign_low_density,2.0,202,direct,asrr,0.0,1.0,1.0
