run_id,course_code,cohort_tier,attack_family,synthetic_to_authentic_ratio,generation_seed,pipeline,metric,clean_value,attacked_value,delta
ACCT2542__half_true_contextual__r0p1__s202__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.1,202,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__half_true_contextual__r0p1__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.1,203,direct,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.1,203,direct,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.1,203,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.1,203,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.1,203,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.1,203,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.1,203,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.1,203,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.1,203,evidence_constrained,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.1,201,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.1,201,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.1,201,direct,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p1__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,201,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,201,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,201,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,201,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,201,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,201,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p1__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.1,202,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.1,202,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.1,202,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,202,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,202,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,202,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,202,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,202,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,202,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p1__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.1,203,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.1,203,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.1,203,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,203,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,203,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.1,203,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,203,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,203,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p1__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.1,203,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__benign_low_density__r0p25__s201__direct,ACCT2542,strict_complete,benign_low_density,0.25,201,direct,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s201__direct,ACCT2542,strict_complete,benign_low_density,0.25,201,direct,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s201__direct,ACCT2542,strict_complete,benign_low_density,0.25,201,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__benign_low_density__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,201,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,201,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,201,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__benign_low_density__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,201,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,201,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,201,evidence_constrained,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__benign_low_density__r0p25__s202__direct,ACCT2542,strict_complete,benign_low_density,0.25,202,direct,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s202__direct,ACCT2542,strict_complete,benign_low_density,0.25,202,direct,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s202__direct,ACCT2542,strict_complete,benign_low_density,0.25,202,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__benign_low_density__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,202,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,202,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,202,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__benign_low_density__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,202,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,202,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,202,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__benign_low_density__r0p25__s203__direct,ACCT2542,strict_complete,benign_low_density,0.25,203,direct,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s203__direct,ACCT2542,strict_complete,benign_low_density,0.25,203,direct,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s203__direct,ACCT2542,strict_complete,benign_low_density,0.25,203,direct,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__benign_low_density__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,203,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,203,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,benign_low_density,0.25,203,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__benign_low_density__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,203,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,203,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__benign_low_density__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,benign_low_density,0.25,203,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__half_true_contextual__r0p25__s201__direct,ACCT2542,strict_complete,half_true_contextual,0.25,201,direct,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__direct,ACCT2542,strict_complete,half_true_contextual,0.25,201,direct,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__direct,ACCT2542,strict_complete,half_true_contextual,0.25,201,direct,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__half_true_contextual__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,201,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,201,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,201,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,201,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,201,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,201,evidence_constrained,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__direct,ACCT2542,strict_complete,half_true_contextual,0.25,202,direct,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__direct,ACCT2542,strict_complete,half_true_contextual,0.25,202,direct,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__direct,ACCT2542,strict_complete,half_true_contextual,0.25,202,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,202,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,202,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,202,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,202,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,202,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,202,evidence_constrained,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.25,203,direct,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.25,203,direct,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__direct,ACCT2542,strict_complete,half_true_contextual,0.25,203,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,203,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,203,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,half_true_contextual,0.25,203,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__half_true_contextual__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,203,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,203,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__half_true_contextual__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,half_true_contextual,0.25,203,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.25,201,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.25,201,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__direct,ACCT2542,strict_complete,targeted_suppression,0.25,201,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,201,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,201,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,201,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,201,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,201,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s201__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,201,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.25,202,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.25,202,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__direct,ACCT2542,strict_complete,targeted_suppression,0.25,202,direct,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,202,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,202,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,202,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,3.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,202,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,202,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s202__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,202,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.25,203,direct,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.25,203,direct,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__direct,ACCT2542,strict_complete,targeted_suppression,0.25,203,direct,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,203,bm25_retrieve_then_summarize,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,203,bm25_retrieve_then_summarize,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__bm25_retrieve_then_summarize,ACCT2542,strict_complete,targeted_suppression,0.25,203,bm25_retrieve_then_summarize,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__targeted_suppression__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,203,evidence_constrained,asrr,1.0,1.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,203,evidence_constrained,cror,0.0,0.0,0.0
ACCT2542__targeted_suppression__r0p25__s203__evidence_constrained,ACCT2542,strict_complete,targeted_suppression,0.25,203,evidence_constrained,output_specificity_proxy,3.0,2.0,-1.0
ACCT2542__benign_low_density__r0p5__s201__direct,ACCT2542,strict_complete,benign_low_density,0.5,201,direct,asrr,1.0,1.0,0.0
ACCT2542__benign_low_density__r0p5__s201__direct,ACCT2542,strict_complete,benign_low_density,0.5,201,direct,cror,0.0,0.0,0.0
