annotator_id,course_code,course_title_en,comment_id,first_hand_experience,contains_concrete_evidence,specificity_0_3,low_evidence_general,aspect_labels,risk_labels,risk_severity_0_3,sentiment,evidence_span,notes,updated_at
Miris sjy,COMP6713,Natural Language Processing,276,yes,no,2,yes,assessment;exam,none,1,neutral,,,2026-07-10T05:59:17.564Z
Miris sjy,COMP6713,Natural Language Processing,282,yes,yes,3,no,assessment;assignment;project;group_work,harsh_grading,2,negative,作业和final给分很烂,,2026-07-10T06:00:29.690Z
Miris sjy,COMP6080,Web Front-End Programming,289,yes,yes,3,no,assessment;teaching_quality,harsh_grading;weak_teaching,2,negative,相当大一部分人在考试中收到了不正常的低分，0分，亦或者是unreleased,,2026-07-07T11:49:16.200Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,307,yes,yes,1,yes,assessment;assignment,none,0,positive,平时分作业交了就全是满分,,2026-07-10T04:29:35.196Z
Miris sjy,COMP6713,Natural Language Processing,322,yes,yes,3,no,exam,exam_sample_mismatch;harsh_grading,3,negative,final和sample/quiz完全不一样，给的hint基本不搭边。,,2026-07-10T06:02:03.704Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,348,yes,,1,yes,assessment;teaching_quality,none,,positive,,,2026-07-10T04:30:26.413Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,351,yes,yes,3,no,assessment;exam;assignment,none,0,positive,如果你目标是Pass，期末压力很小，平时分拿稳了，Final随便考考都能过。,,2026-07-10T04:31:34.838Z
Miris sjy,COMP6080,Web Front-End Programming,442,yes,yes,2,no,assessment,positive_evidence,0,positive,made me properly see the value of my code.,,2026-07-07T11:49:16.392Z
Miris sjy,COMP6080,Web Front-End Programming,443,yes,yes,2,no,assignment,high_workload,0,mixed,"long nights, debugging, strange spec requirements, and many different ways to solve things",,2026-07-07T11:49:23.886Z
Miris sjy,COMP6080,Web Front-End Programming,457,yes,,3,no,assignment,high_workload;harsh_grading;poor_organization,,neutral,作业事情很多，提交规则也很折磨   tutor打分和沟通体验会很影响心态,,2026-07-07T11:49:35.141Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,606,yes,yes,2,yes,assessment,none,0,positive,不学也能拿到很高的分数,,2026-07-10T04:32:30.728Z
Miris sjy,COMP6080,Web Front-End Programming,608,yes,yes,3,no,assessment;assignment;teaching_quality,high_workload;content_too_hard,2,mixed,巨量时间投入，完全不值得。,,2026-07-07T12:00:08.110Z
Miris sjy,COMP6080,Web Front-End Programming,949,yes,yes,3,no,assessment;exam;assignment,delayed_feedback;harsh_grading;double_pass_or_hurdle,1,negative,发邮件给她，等了三周，在Hayden的帮助下，才回复我😭。然后给了我三分之一的分数，说我的代码运行不了,,2026-07-07T12:02:21.074Z
Miris sjy,COMP6713,Natural Language Processing,951,yes,yes,1,no,exam,exam_sample_mismatch,2,negative,final和sample/quiz完全不一样，给的hint基本不搭边。,,2026-07-10T06:04:19.878Z
Miris sjy,COMP6080,Web Front-End Programming,957,yes,yes,1,yes,assignment,unclear_marking;harsh_grading,2,negative,四个assessment申请了三个,,2026-07-07T12:02:21.453Z
Miris sjy,COMP6713,Natural Language Processing,959,unclear,no,1,yes,exam,content_too_hard,1,negative,,,2026-07-10T06:04:55.204Z
Miris sjy,COMP6080,Web Front-End Programming,966,yes,no,0,yes,assignment,unclear_marking;harsh_grading,1,negative,,,2026-07-07T12:02:22.022Z
Miris sjy,COMP6713,Natural Language Processing,968,yes,no,1,yes,exam,exam_sample_mismatch,1,negative,,,2026-07-10T06:05:17.515Z
Miris sjy,COMP6080,Web Front-End Programming,974,yes,yes,0,yes,exam,none,0,neutral,把那些导航栏写出来就有十几分了,,2026-07-07T12:05:25.261Z
Miris sjy,COMP6713,Natural Language Processing,976,yes,yes,2,no,exam,exam_sample_mismatch;double_pass_or_hurdle,1,negative,有些公式都没细讲就出题目了,,2026-07-10T06:06:03.817Z
Miris sjy,COMP6080,Web Front-End Programming,982,unclear,no,0,yes,exam,unclear_marking,1,negative,,,2026-07-07T12:06:23.841Z
Miris sjy,COMP6713,Natural Language Processing,983,yes,no,1,yes,exam,exam_sample_mismatch;assessment_bunching,1,negative,,,2026-07-10T06:06:33.380Z
Miris sjy,COMP6080,Web Front-End Programming,991,yes,yes,1,yes,exam,unclear_marking;harsh_grading,1,negative,直接0然后uf给我气坏了,,2026-07-07T12:07:00.282Z
Miris sjy,COMP6713,Natural Language Processing,992,yes,no,1,yes,assessment,none,0,neutral,,,2026-07-10T06:06:54.925Z
Miris sjy,COMP6080,Web Front-End Programming,1001,no,yes,1,yes,assessment,content_too_shallow,1,neutral,水课,,2026-07-07T12:08:12.487Z
Miris sjy,COMP6713,Natural Language Processing,1002,unclear,no,0,yes,assessment,none,0,negative,,,2026-07-10T06:07:17.811Z
Miris sjy,COMP6080,Web Front-End Programming,1009,unclear,no,1,yes,assignment,high_workload,0,neutral,,,2026-07-07T12:08:39.948Z
Miris sjy,COMP6713,Natural Language Processing,1010,yes,yes,1,yes,assessment;exam,assessment_bunching,1,neutral,平时分给得挺高，但是期末体验比较难。,,2026-07-10T06:08:07.400Z
Miris sjy,COMP6080,Web Front-End Programming,1018,yes,yes,1,yes,assessment,high_workload;content_too_hard,1,mixed,纯干货课 实习和现在工作全靠6080,,2026-07-07T12:09:35.941Z
Miris sjy,COMP6713,Natural Language Processing,1019,yes,yes,3,no,assessment;exam;assignment;project;quiz,harsh_grading,1,mixed,花了不少时间学这门课加上本身有一定llm基础结果DN都没上,,2026-07-10T06:08:59.217Z
Miris sjy,COMP6080,Web Front-End Programming,1027,unclear,no,0,yes,assessment,high_workload,2,negative,,,2026-07-07T12:10:29.254Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1029,yes,yes,2,no,exam,none,0,positive,,,2026-07-10T04:33:11.231Z
Miris sjy,COMP6080,Web Front-End Programming,1035,yes,no,0,yes,assessment,none,0,neutral,,,2026-07-07T12:10:50.520Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1037,yes,no,1,yes,assignment,none,0,neutral,,,2026-07-10T04:34:29.186Z
Miris sjy,COMP6080,Web Front-End Programming,1044,yes,yes,1,yes,assessment,other,1,neutral,邮件跟课程网站成绩不一样,,2026-07-07T12:11:32.026Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1046,yes,yes,2,no,exam;assignment,other,0,neutral,期末题量是真的大,,2026-07-10T04:35:37.499Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1059,unclear,no,1,yes,exam,none,0,neutral,线上考试是在家考。,,2026-07-10T04:36:11.858Z
Miris sjy,COMP6080,Web Front-End Programming,1064,yes,yes,1,yes,assessment,none,0,positive,涨分了，从82变84,,2026-07-07T12:12:36.780Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1066,yes,yes,2,no,exam;assignment;teaching_quality,none,0,positive,还好啦 这学期挺多人90+的,,2026-07-10T04:37:03.935Z
Miris sjy,COMP6080,Web Front-End Programming,1071,yes,no,0,yes,exam,unclear_marking;harsh_grading,1,negative,,,2026-07-07T12:13:31.830Z
Miris sjy,COMP6080,Web Front-End Programming,1079,yes,yes,3,no,assessment;assignment,none,0,positive,遇到的tutor都很好  给分·都很高,,2026-07-07T12:14:28.206Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1081,yes,yes,3,no,lab,none,0,neutral,很适合初学者的样子，进度也不快,,2026-07-10T04:37:48.955Z
Miris sjy,COMP6713,Natural Language Processing,1086,yes,no,0,yes,exam,none,0,neutral,,,2026-07-10T06:09:24.834Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1087,yes,yes,3,no,assessment;exam;assignment,none,0,positive,assn2 相对简单；final 比较 generous,,2026-07-10T04:39:58.072Z
Miris sjy,COMP6713,Natural Language Processing,1096,unclear,no,1,yes,exam,content_too_hard,1,negative,,,2026-07-10T06:10:07.295Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1097,yes,,3,no,assessment;exam;marking,none,0,positive,wam booster,,2026-07-10T04:40:44.452Z
Miris sjy,COMP6080,Web Front-End Programming,1151,yes,yes,2,no,assessment;assignment,group_work_risk,0,neutral,最终分数会看个人贡献，不建议只依赖组队。,,2026-07-07T12:15:07.773Z
Miris sjy,COMP6080,Web Front-End Programming,1205,yes,yes,3,no,assessment,other,0,neutral,,,2026-07-07T12:15:49.073Z
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,1206,yes,yes,3,no,assessment;exam;assignment,none,0,positive,很大程度上的是比较rust对于其他语言的优势,,2026-07-10T04:42:59.137Z
